ondernemingsnummer;aantal;omzet;balanstotaal;framework;soort;sector
422565652;5;478166.0;425057;Nee;None;Personenvervoer te land binnen steden of voorsteden
416682009;0;461016.0;2996566;Nee;0;Religieuze organisaties
471364174;68;0.0;4741696;Nee;None;Praktijken van specialisten
405640043;4;205471.0;53654;Nee;None;Dakwerkzaamheden
0832602171;8;None;None;Niet vermeld;None;Overige financi�le dienstverlening
0832602171;8;619384182;None;Niet vermeld;None;Overige financi�le dienstverlening
0832602171;8;619384182;15421555;Niet vermeld;None;Overige financi�le dienstverlening
0402891577;38;189299952;33017356;Niet vermeld;None;Groothandel in dranken, algemeen assortiment
0876344520;21;168367243;26009834;Niet vermeld;B2B;Detailhandel in auto's en lichte bestelwagens (= 3,5 ton)
0473193219;24;140216139;39834202;Niet vermeld;None;Groothandel in gereedschapswerktuigen
0860353277;16;125440890;16567941;Niet vermeld;None;Detailhandel in auto's en lichte bestelwagens (= 3,5 ton)
0401874760;170;138294633;32423409;Niet vermeld;None;Groothandel in installatiemateriaal voor loodgieterswerk en verwarming
0846855431;7;169402258;38296496;Niet vermeld;None;Detailhandel via postorderbedrijven of via internet
0400704624;72;122631285;22322475;Niet vermeld;None;Niet
0402475962;162;114963686;27283891;Niet vermeld;None;Groothandel in installatiemateriaal voor loodgieterswerk en verwarming
0462285469;90;109602134;38083098;Niet vermeld;None;Groothandel in farmaceutische producten
0832602171;8;619384182;15421555;Niet vermeld;None;Overige financi�le dienstverlening
0832602171;8;619384182;15421555;Niet vermeld;None;Overige financi�le dienstverlening
0402891577;38;189299952;33017356;Niet vermeld;None;Groothandel in dranken, algemeen assortiment
0832602171;8;619384182;15421555;Niet vermeld;None;Overige financi�le dienstverlening
0832602171;8;619384182;15421555;Niet vermeld;None;Overige financi�le dienstverlening
0832602171;8;619384182;15421555;Niet vermeld;None;Overige financi�le dienstverlening
0832602171;8;619384182;15421555;None;None;Overige financi�le dienstverlening
0832602171;8;619384182;15421555;None;None;Overige financi�le dienstverlening
0832602171;8;619384182;15421555;None;None;Overige financi�le dienstverlening
0402891577;38;189299952;33017356;None;None;Groothandel in dranken, algemeen assortiment
0832602171;8;619384182;15421555;None;None;Overige financi�le dienstverlening
0832602171;8;619384182;15421555;None;None;Overige financi�le dienstverlening
0832602171;8;619384182;15421555;None;None;Overige financi�le dienstverlening
0832602171;8;619384182;15421555;None;None;Overige financi�le dienstverlening
0832602171;8;619384182;15421555;None;None;Overige financi�le dienstverlening
0832602171;8;619384182;15421555;None;None;Overige financi�le dienstverlening

0832602171;8;619384182;15421555;None;None;Overige financi�le dienstverlening
0832602171;8;619384182;15421555;None;None;Overige financi�le dienstverlening
0832602171;8;619384182;15421555;None;None;Overige financi�le dienstverlening
0402891577;38;189299952;33017356;None;None;Groothandel in dranken, algemeen assortiment
0832602171;8;619384182;15421555;None;None;Overige financi�le dienstverlening
0832602171;8;619384182;15421555;None;None;Overige financi�le dienstverlening
0402891577;38;189299952;33017356;None;None;Groothandel in dranken, algemeen assortiment
0876344520;21;168367243;26009834;None;B2B;Detailhandel in auto's en lichte bestelwagens (= 3,5 ton)
0473193219;24;140216139;39834202;None;None;Groothandel in gereedschapswerktuigen
0860353277;16;125440890;16567941;None;None;Detailhandel in auto's en lichte bestelwagens (= 3,5 ton)
0401874760;170;138294633;32423409;None;None;Groothandel in installatiemateriaal voor loodgieterswerk en verwarming
0846855431;7;169402258;38296496;None;None;Detailhandel via postorderbedrijven of via internet
0400704624;72;122631285;22322475;None;None;Niet
0402475962;162;114963686;27283891;None;None;Groothandel in installatiemateriaal voor loodgieterswerk en verwarming
0462285469;90;109602134;38083098;None;None;Groothandel in farmaceutische producten
0835040138;68;98465524;36960753;None;None;Overige vervoerondersteunende activiteiten
0434815960;128;98074768;30545080;None;None;Groothandel in machines voor de mijnbouw, de bouwnijverheid en de weg
0451787990;100;92915795;29521002;None;None;Computerconsultancy
0408463337;58;90733325;17014404;None;None;Groothandel in bouwmaterialen, algemeen assortiment
0479966787;171;79340261;29630954;None;None;Vervaardiging van cacao, chocolade en suikerwerk
0403114380;121;77639779;25193252;None;None;Groothandel in elektrisch materiaal, inclusief installatiemateriaal
0883914874;248;76915417;42390861;None;B2C;Overige vrachtbehandeling, exclusief in zeehavens
0423029569;79;76457962;37161492;None;None;Groothandel in elektrische huishoudelijke apparaten en audio
0405839783;83;75940726;29028429;None;None;Groothandel in dranken, algemeen assortiment
0405670727;40;74277714;27348061;None;None;Groothandel in andere voedingsmiddelen, n.e.g.
0425053802;None;None;None;None;None;Detailhandel in auto's en lichte bestelwagens (= 3,5 ton)
0451428496;176;71793365;31170567;None;None;Groothandel in installatiemateriaal voor loodgieterswerk en verwarming
0400617324;161;70179123;34120728;None;None;Groothandel in andere machines en werktuigen, n.e.g.
0644938548;88;70023179;19253427;None;None;Vervaardiging van andere delen en toebehoren van auto's
0400618710;76;68098208;28071474;None;None;Groothandel in machines voor de mijnbouw, de bouwnijverheid en de weg
0400924952;168;67667236;32382860;None;None;Zuivelfabrieken en kaasmakerijen
0466288601;183;67422443;23739737;None;None;Verhuur en lease van kantoormachines, inclusief computers
0440795120;15;67127447;27930738;None;None;Ontwerpen van textielpatronen, kleding, juwelen, meubels en decoratieartikelen
0866763393;101;66404829;37493226;None;None;Vervaardiging van verf, vernis e.d., drukinkt en mastiek
0821129645;74;65612068;18728933;None;None;Detailhandel in auto's en lichte bestelwagens (= 3,5 ton)

0478391924;None;None;None;None;None;Groothandel in farmaceutische producten

0441665942;86;63307162;31102575;None;None;Groothandel in farmaceutische producten
0403075481;142;62045653;34591299;None;None;Groothandel in farmaceutische producten
0845858707;5;61490289;26260367;None;None;Uitzendbureaus
0424188423;None;None;None;None;None;Overige vervoerondersteunende activiteiten
0460802557;16;58750722;25357169;None;None;Groothandel in chemische producten voor industrieel gebruik
0474708991;121;58750594;29949980;None;None;Groothandel in farmaceutische producten
0403048064;40;58345072;35048293;None;None;Groothandel in farmaceutische producten
0403181686;6;57284726;34551148;None;None;Handelsbemiddeling gespecialiseerd in andere goederen
0457151892;112;57200886;24702364;None;None;Opslag in koelpakhuizen en overige opslag
0895469554;30;56852560;17108312;None;None;Groothandel in delen en toebehoren van auto's
0432392544;137;56526552;41750711;None;None;Vervaardiging van andere elektrische en elektronische kabels
0438398032;11;55459100;13392553;None;None;Groothandel in sport
0412595735;75;55029652;30265297;None;None;Detailhandel in auto's en lichte bestelwagens (= 3,5 ton)

0861469371;52;53858727;9750022;None;B2B;Detailhandel in auto's en lichte bestelwagens (= 3,5 ton)
0441532023;157;53463185;25481846;None;None;Gegevensverwerking, webhosting en aanverwante activiteiten
0461882326;20;52702622;23135553;None;None;Reclamebureaus
0841648610;41;52582173;15660765;None;None;Detailhandel via postorderbedrijven of via internet
0426246407;75;52446280;23743740;None;None;Groothandel in kantoor
0881901036;8;51993964;35360314;None;None;Groothandel in kleding, met uitzondering van werk
0455064414;190;50693141;26329043;None;None;Vervaardiging van machines en apparaten voor de koeltechniek en de klimaatregeling, voor niet
0476282965;None;None;None;None;None;Groothandel in installatiemateriaal voor loodgieterswerk en verwarming
0432284161;91;50512371;19982154;None;None;Groothandel in bouwmaterialen, algemeen assortiment
0421435405;None;None;None;None;None;Groothandel in auto's en lichte bestelwagens (= 3,5 ton)
0404889282;31;50066316;21894637;None;None;Groothandel in niet
0428769494;207;49139355;28323007;None;None;Groothandel in metalen en metaalertsen
0403769032;206;42248119;11698424;None;None;Groothandel in parfumerie�n en cosmetica
0883315652;None;None;None;None;None;Groothandel in farmaceutische producten
0863205176;295;70;0;None;None;Groothandel in andere kantoormachines en kantoorbenodigdheden, met uitzondering van computers en randapparatuur
0433279402;115;48778419;125412005;None;None;Activiteiten van hoofdkantoren
0465870115;62;48771926;448852904;None;None;Verhuur en lease van andere machines en werktuigen en andere materi�le goederen
0407565096;60;48616310;14596052;None;None;Groothandel in vlees en vleesproducten
0430744534;46;48161146;32831483;None;None;Groothandel in bouwmaterialen, algemeen assortiment
0400388581;252;47525888;89732103;None;None;Vervaardiging van hijs
0443176271;None;None;None;None;None;Detailhandel in auto's en lichte bestelwagens (= 3,5 ton)

0403047965;62;46770171;25980928;None;None;Groothandel in farmaceutische producten
0542547130;None;None;None;None;None;Schrijven van computerprogramma's
0451150859;47;45914542;10242175;None;None;Groothandel in vlees en vleesproducten, uitgezonderd vlees van wild en van gevogelte
0415734872;50;45781143;30257042;None;None;Groothandel in kleding, met uitzondering van werk
0564907115;32;45616289;86653828;None;None;Groothandel in farmaceutische producten
0867270070;33;44623675;37896721;None;None;Teelt van pit
0735655027;239;45270443;28274330;None;None;Activiteiten van hoofdkantoren
0463370780;45;45269096;16834945;None;None;Groothandel in auto's en lichte bestelwagens (= 3,5 ton)
0442338311;111;45149158;73272456;None;None;Vervaardiging van gegolfd papier en golfkarton en van verpakkingsmateriaal van papier en karton
0440739393;5;44959361;24367363;None;None;Handelsbemiddeling in auto's en lichte bestelwagens (= 3,5 ton)
0477562870;39;44886276;16209879;None;None;Detailhandel in auto's en lichte bestelwagens (= 3,5 ton)
0450258756;124;44882358;19713300;None;None;Vervaardiging van medische en tandheelkundige instrumenten en benodigdheden
0826654883;52;44851943;17925230;None;None;Groothandel in farmaceutische producten
0886537933;83;44832008;42563686;None;None;Groothandel in farmaceutische producten
0453722745;109;70;0;None;None;Groothandel in farmaceutische producten
0652780207;None;None;None;None;None;Holdings
0400942669;90;44426239;45056424;None;None;Vervaardiging van verpakkingsmateriaal van kunststof
0406467315;45;44335316;13861964;None;None;Detailhandel in auto's en lichte bestelwagens (= 3,5 ton)
0404048451;None;None;None;None;None;Vervaardiging van huishoudelijke en sanitaire papierwaren
0403091121;114;44222249;105276207;None;None;Vervaardiging van zeep en wasmiddelen

0434697184;131;43760154;43856177;None;None;Schrijven van computerprogramma's
0464842608;22;43755689;63994957;None;None;Holdings
0417894905;39;43683933;25514599;None;None;Overige posterijen en koeriers
0401866347;26;43102806;71690521;None;None;Groothandel in installatiemateriaal voor loodgieterswerk en verwarming
0473923093;31;42933719;11828719;None;B2B;Overige zakelijke dienstverlening, n.e.g.

0400724222;179;42773905;33286205;None;None;Vervaardiging van bier

0428276378;29;42371488;14644343;None;None;Groothandel in elektrisch materiaal, inclusief installatiemateriaal
0457113389;94;42208371;34379408;None;None;Overige verwerking en verwijdering van ongevaarlijk afval
0402936119;77;42110796;17588669;None;None;Groothandel in installatiemateriaal voor loodgieterswerk en verwarming
0402642545;248;70;0;None;None;Koudvervormen of koudfelsen
0440316949;None;None;None;None;None;Vervaardiging van ander schrijn
0457612445;74;41726869;17833096;None;None;Groothandel in farmaceutische producten
0430605764;197;70;0;None;None;Computerconsultancy
0415229482;5;41213210;5501682;None;None;Groothandel in groenten en fruit, m.u.v. consumptieaardappelen
0861510745;36;41175483;26616489;None;None;Groothandel in andere voedingsmiddelen, n.e.g.
0428666853;148;41112949;33141458;None;None;Reisbureaus
0447827521;24;41012009;19071605;None;None;Groothandel in reinigingsmiddelen
0423051642;42;40764231;8245034;None;None;Groothandel in farmaceutische producten
0454234370;107;40707772;16009625;None;None;Goederenvervoer over de weg, m.u.v. verhuisbedrijven
0460337749;121;40610600;14577375;None;None;Productie van televisieprogramma's
0449223727;151;40431899;19819900;None;None;Holdings
0417694074;15;40404156;13815330;None;None;Niet
0458388445;21;40193710;32200186;None;None;Groothandel in farmaceutische producten
0466614837;159;39993949;46407042;None;None;Groothandel in andere machines en werktuigen, n.e.g.
0431100167;20;39703518;5010183;None;None;Groothandel in bouwmaterialen, algemeen assortiment
0403208016;28;39653218;10794154;None;None;Groothandel in elektrische huishoudelijke apparaten en audio
0872793825;8;39648740;26051275;None;None;Overige zakelijke dienstverlening, n.e.g.
0886476763;None;None;None;None;None;Overige ondersteunende activiteiten in verband met financi�le diensten, exclusief verzekeringen en pensioenfondsen, n.e.g.
0864422230;10;39601732;9544357;None;None;Groothandel in andere intermediaire producten, n.e.g.
0542825064;11;39484134;38365798;None;None;Groothandel in farmaceutische producten
0421120154;71;39176770;61864167;None;None;Vervaardiging van gegolfd papier en golfkarton en van verpakkingsmateriaal van papier en karton
0644915188;36;39162358;38118122;None;None;Vervaardiging van medische en tandheelkundige instrumenten en benodigdheden

0844624827;124;38782173;28449518;None;None;Ingenieurs en aanverwante technische adviseurs, exclusief landmeters
0664974788;31;38764995;17426281;None;None;Detailhandel in auto's en lichte bestelwagens (= 3,5 ton)
0413254246;34;38720571;20735605;None;None;Detailhandel in auto's en lichte bestelwagens (= 3,5 ton)
0416342905;80;38645365;29288911;None;None;Groothandel in farmaceutische producten
0466097866;110;38487903;23172479;None;None;Draadloze telecommunicatie
0466550303;211;38184970;14279848;None;None;Computerconsultancy
0414667674;45;38117268;20792613;None;None;Detailhandel in auto's en lichte bestelwagens (= 3,5 ton)
